DealID,WO.count,DisputedAccountsExcluded,PublicRecordsCount2,InstallmentBalance2,RealEstateBalance2,RevolvingBalance2,PastDueAmount2,MonthlyPayment2,RealEstatePayment2,RevolvingAvailablePercent2,TotalInquiries2,InquiriesDuringLast6Months2,TotalTradeItems2,PaidAccounts2,SatisfactoryAccounts2,NowDelinquentDerog2,PctNegTradesNow2,PctNegTradesWas2,PctNegTradesTotal2,WasDelinquentDerog2,OldesttradeopenYearsAgo2,DelinquenciesOver30Days2,DelinquenciesOver60Days2,DelinquenciesOver90Days2,DerogCounter2,SocialCount2,AddressCount2,SSN.years.ago2,FICO2.SCORE2,VantageScore3.SCORE2,TIB2,SSN.Missing,FICO700,FS1,FS2,FS3,FS4,FS9,FS10,FS11,FS12,FS13,FS16,FS17,FS19,FS20,FS27
120041,0,0,1,2,0,1,0,1,0,1,0,1,1,0,1,0,0,2,1,2,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120043,1,0,0,2,0,1,2,2,0,1,0,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120054,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120058,0,0,0,2,0,0,0,2,0,1,0,1,2,2,2,0,0,1,1,2,2,0,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120085,0,0,0,3,2,2,0,2,2,0,2,2,2,2,2,0,0,1,1,2,2,1,1,2,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120097,0,0,1,2,2,2,0,2,2,1,1,1,2,2,2,0,0,1,1,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120110,0,0,0,3,2,1,0,2,2,1,1,1,2,2,2,0,0,1,1,2,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120111,0,0,1,2,0,1,1,1,0,1,1,2,2,1,2,1,1,1,1,2,0,1,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
121145,0,0,0,3,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
122150,0,0,0,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
122158,0,0,0,2,0,2,0,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122168,0,0,2,3,0,1,0,2,0,1,2,1,2,2,2,0,0,1,1,2,0,0,0,0,2,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
122182,0,0,0,2,2,1,2,0,1,1,0,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122185,1,0,0,2,0,1,1,1,0,1,1,1,2,1,0,1,1,2,2,2,0,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122191,0,0,2,3,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
122201,1,0,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122209,0,0,0,2,0,1,1,2,0,1,2,1,2,0,1,1,1,1,1,2,0,1,0,0,2,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
122215,1,0,2,2,2,2,2,2,2,1,0,0,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122263,1,0,0,2,0,1,0,1,0,1,2,1,2,0,1,0,0,1,1,2,0,1,1,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122301,1,0,0,2,0,0,2,0,0,0,1,1,1,0,0,2,2,0,2,0,1,0,0,0,2,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
122309,0,0,0,2,2,0,2,1,1,0,1,1,0,0,0,1,2,2,2,2,1,2,2,2,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
122311,1,0,0,2,0,1,2,0,0,1,0,1,0,0,0,1,2,0,2,0,1,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122321,0,0,0,3,0,1,0,2,0,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122335,1,0,0,3,2,2,0,2,1,1,0,1,2,2,2,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122384,0,0,0,3,2,2,0,2,2,1,0,1,2,2,2,0,0,0,0,0,2,0,0,0,0,1,1,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122393,0,0,1,3,0,1,0,2,0,1,0,1,2,2,2,0,0,1,1,2,2,1,1,2,2,0,1,1,2,2,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
122425,1,0,0,2,0,2,0,1,0,1,1,1,2,1,2,0,0,1,1,1,1,1,2,0,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122446,1,0,0,0,0,1,0,0,0,1,2,2,2,1,1,0,0,2,1,2,1,1,2,1,0,2,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122448,0,0,0,3,0,0,1,2,0,0,0,1,2,1,1,1,1,2,1,2,2,1,1,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122452,1,0,0,2,0,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,2,2,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
122454,0,0,2,3,2,0,1,1,2,0,0,0,2,2,1,1,1,2,2,2,2,1,1,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122485,0,0,0,3,0,1,1,2,0,1,0,1,2,1,2,1,1,2,1,2,2,1,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
122497,0,0,0,0,0,1,0,1,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
122504,0,0,0,2,2,2,0,2,2,1,0,1,2,1,2,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
122510,1,0,2,2,0,1,0,2,0,1,2,2,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122518,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,2,0,1,1,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122529,0,0,0,3,2,1,2,2,1,1,2,2,2,1,2,1,1,0,1,0,2,1,1,2,2,1,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
122543,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122565,1,0,0,2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,2,1,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122567,0,0,0,3,2,1,0,2,1,1,0,1,2,2,2,0,0,1,1,2,2,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122576,0,0,0,3,0,1,0,2,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122579,0,0,0,2,0,2,0,2,0,1,1,1,2,2,2,0,0,1,1,2,2,2,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122620,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
122636,0,0,1,2,0,0,0,2,0,1,0,0,2,2,2,0,0,2,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
122638,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
122650,0,0,2,3,0,1,1,2,0,1,1,1,2,2,2,2,1,1,1,1,2,2,1,0,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
122655,0,0,0,2,0,2,1,1,0,0,0,0,2,0,1,1,1,1,1,1,1,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122665,0,0,1,3,0,2,0,2,0,1,0,1,2,1,2,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
122669,0,0,1,2,0,1,1,0,0,0,2,1,0,0,0,1,2,0,2,0,1,1,1,1,2,1,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
122686,0,0,2,3,0,1,1,2,0,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122746,0,0,2,3,0,1,0,2,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122749,0,0,0,3,0,1,0,2,0,1,2,2,1,0,1,0,0,1,1,2,1,1,0,0,0,2,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122753,0,0,0,2,0,2,0,2,0,1,0,1,2,2,2,0,0,0,0,0,2,0,0,0,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122764,0,0,1,2,2,2,1,1,1,1,0,0,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122769,0,0,0,2,0,1,1,2,0,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122781,0,0,1,2,0,1,1,1,0,1,0,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122782,0,0,0,3,2,2,0,2,2,1,1,2,2,2,2,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122790,0,0,2,3,0,1,2,0,0,1,0,0,2,1,0,2,2,1,2,2,2,2,2,2,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
122806,0,0,0,3,0,1,1,2,0,1,1,1,2,0,1,1,1,0,1,0,0,0,0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122812,1,0,0,3,0,0,1,0,0,0,0,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
122824,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122826,0,0,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122843,1,0,0,3,2,1,0,2,2,1,2,2,2,2,2,0,0,1,1,2,1,1,1,0,0,2,2,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
122848,0,0,0,2,0,1,1,1,0,1,0,1,2,0,1,2,2,1,2,2,2,1,1,1,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122849,0,0,2,3,2,1,0,2,1,1,0,1,2,2,2,0,0,1,1,2,2,1,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122859,0,0,0,2,2,2,0,2,1,1,1,1,1,1,1,0,0,1,1,1,2,1,0,0,0,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122882,0,0,0,2,0,2,0,2,0,1,0,1,2,1,2,0,0,1,1,1,2,1,0,0,0,1,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
122886,0,0,0,3,2,2,0,2,1,1,1,1,2,2,2,0,0,1,1,1,2,1,0,0,0,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122913,0,0,2,3,0,2,2,2,0,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122947,0,0,0,0,0,2,0,2,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
122956,0,0,0,3,0,1,0,2,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
122961,0,0,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
122976,0,0,0,3,2,2,0,2,2,1,1,1,2,2,2,0,0,0,0,0,2,0,0,0,0,1,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122982,1,0,2,2,0,1,1,1,0,1,0,1,2,1,0,1,1,2,2,2,2,2,2,1,2,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123007,0,0,2,2,2,2,2,2,2,1,0,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123014,0,0,0,3,2,2,0,2,2,1,1,1,2,2,2,0,0,1,1,2,2,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123095,0,0,0,3,0,2,0,2,0,1,1,1,2,2,2,0,0,1,1,1,2,1,0,0,0,1,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123115,0,0,0,3,0,1,0,2,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
123145,0,0,2,3,0,1,1,2,0,1,0,1,2,2,2,1,1,1,1,2,1,1,1,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123147,0,0,0,2,0,1,1,1,0,1,0,0,2,2,0,1,1,2,2,2,2,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
123157,0,0,1,3,2,0,1,1,1,0,1,1,2,2,2,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123189,0,0,1,3,0,2,0,2,0,1,1,1,2,2,2,0,0,1,1,2,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123202,0,0,0,2,2,2,0,2,1,1,0,1,2,2,2,0,0,2,1,2,2,2,2,2,1,0,0,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
123225,0,0,0,0,0,2,0,1,0,1,1,1,2,1,2,0,0,1,1,1,2,1,1,0,0,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
123231,0,0,0,2,2,1,0,1,1,1,2,2,2,2,2,0,0,1,1,2,2,1,1,1,1,2,2,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
123232,0,0,0,3,0,1,1,2,0,1,2,1,2,2,2,1,1,2,1,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123299,1,0,0,3,0,1,2,1,0,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
123311,0,0,0,2,2,2,2,2,2,1,0,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
123312,0,0,0,3,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123319,0,0,2,2,0,2,0,2,0,1,0,1,2,2,2,0,0,1,1,1,2,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123343,0,0,0,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123345,1,0,0,3,0,2,0,2,0,1,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123422,0,0,2,3,2,2,0,2,2,1,2,2,2,1,2,0,0,0,0,0,2,0,0,0,0,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
123428,1,0,0,2,2,2,1,2,2,1,0,1,2,1,2,1,1,1,1,2,2,1,0,0,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123476,0,0,1,3,2,1,0,2,1,1,2,1,2,2,2,0,0,2,1,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123486,1,0,0,2,0,1,1,0,0,1,0,0,1,0,0,2,2,0,2,0,1,1,1,2,2,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
123496,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123512,0,0,0,2,0,1,0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123513,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
123521,0,0,0,2,0,1,0,2,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
123551,0,1,0,2,2,2,0,2,2,1,1,1,2,2,2,0,0,1,1,1,2,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123552,0,0,2,3,0,1,0,2,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
123559,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
123579,0,0,1,2,0,0,0,1,0,0,0,0,2,1,1,0,0,2,1,2,2,2,2,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123583,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,2,0,2,0,2,1,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123589,0,0,0,2,2,2,0,2,1,1,0,1,2,2,2,0,0,1,1,2,2,2,2,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123592,0,0,1,2,0,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123621,0,0,1,3,0,1,0,2,0,1,1,1,2,2,2,0,0,2,1,2,2,2,2,2,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123622,0,0,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
123703,0,0,0,2,2,1,0,2,2,1,1,1,2,2,2,0,0,1,1,2,1,1,1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
123706,0,0,0,3,2,2,0,2,2,1,1,0,2,2,2,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123707,0,0,0,3,0,2,0,2,0,1,1,2,2,1,2,0,0,1,1,1,2,0,1,2,0,2,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123710,1,0,2,0,0,1,0,1,0,1,1,2,0,0,0,0,0,2,1,2,0,1,1,0,0,2,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
123730,0,0,2,2,0,1,0,1,0,0,1,1,2,1,1,0,0,2,1,2,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
123740,0,0,0,2,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,2,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123746,1,0,0,3,0,2,0,2,0,1,2,2,2,2,2,0,0,1,1,1,1,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123756,0,0,0,2,2,2,0,2,2,1,1,1,2,2,2,0,0,1,1,2,2,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123773,0,0,0,0,2,2,0,2,1,1,0,1,2,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
123802,1,0,0,0,0,2,0,1,0,1,2,2,2,1,2,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
123804,0,0,1,0,0,1,0,1,0,1,1,1,2,1,1,0,0,2,1,2,0,1,1,2,2,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123812,0,0,0,2,0,1,1,1,0,0,0,1,1,0,0,1,2,2,2,2,1,2,1,0,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
123824,0,0,0,0,0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123826,0,0,0,2,0,2,0,2,0,1,0,1,2,2,2,0,0,1,1,1,2,1,0,0,0,1,1,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123833,0,0,0,3,2,2,0,2,2,1,1,1,2,2,2,0,0,1,1,1,2,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123838,1,0,0,2,0,1,1,1,0,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123856,0,0,1,3,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123867,0,0,1,2,0,1,1,2,0,1,0,0,2,1,2,1,1,1,1,2,2,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
123887,0,0,2,2,2,2,0,2,1,1,0,1,2,2,2,0,0,1,1,2,2,1,1,0,0,1,1,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123905,0,0,1,3,0,1,0,2,0,1,2,1,2,2,2,0,0,2,1,2,1,2,2,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123912,0,0,2,2,2,2,0,2,2,1,1,1,2,2,2,0,0,2,1,2,2,2,1,2,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
123951,0,0,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
123952,0,0,0,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
123955,1,0,0,3,0,2,1,2,0,1,1,1,2,1,2,1,1,1,1,2,2,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123971,0,0,0,2,2,1,0,1,2,1,1,2,2,2,2,0,0,1,1,1,1,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124001,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
124007,0,1,0,3,0,2,1,1,0,1,0,1,2,1,2,1,1,2,1,2,1,1,0,2,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124010,1,0,1,3,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124017,0,0,1,3,2,0,0,2,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
124027,0,0,0,3,0,1,0,2,0,1,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124047,0,0,1,0,2,2,0,1,1,1,1,2,2,2,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
